#VISAR 1
#Offset shift       : 0
#Sensitivity        : -12.732
#Slit               : 5
#Interfr. & angle   : 39.79 0
#Intensity params   : 0 0 1
#Reflectivity       : 0 1
#Sweep Time         : Hamamatsu 0.02045 2.826e-06 -1.173e-105
#Time zero & delay  : 15 0
#Center & magnif.   : 572 0.821
#Jumps              : 4.58 3 1.46; 7.74 0 1.33;9.84 0 1.46
#Region (px)        : 652.227 728.779 12.2484 985.995
# Time       Velocity    ErrVel      Reflect     ErrRefl     Quality     Pixel       Shift       ErrShift    RefInt      ShotInt     RefContr    ShotContr.
+1.4409E+01 +1.4644E+01 +1.5235E+00 +2.1252E-01 +6.0519E-02 +1.5536E-01 +6.8700E+02 +1.3207E+00 +1.7471E-01 +1.7537E+04 +3.7269E+03 +7.6213E+03 +1.1840E+03 
+1.4431E+01 +1.4571E+01 +1.5329E+00 +2.1274E-01 +6.7471E-02 +1.5503E-01 +6.8800E+02 +1.3292E+00 +1.7578E-01 +1.7515E+04 +3.7261E+03 +7.5635E+03 +1.1726E+03 
+1.4454E+01 +1.4498E+01 +1.5419E+00 +2.1063E-01 +7.2847E-02 +1.5292E-01 +6.8900E+02 +1.3375E+00 +1.7682E-01 +1.7501E+04 +3.6861E+03 +7.5055E+03 +1.1477E+03 
+1.4476E+01 +1.4427E+01 +1.5504E+00 +2.0389E-01 +7.4353E-02 +1.4804E-01 +6.9000E+02 +1.3456E+00 +1.7779E-01 +1.7533E+04 +3.5748E+03 +7.4563E+03 +1.1039E+03 
+1.4499E+01 +1.4358E+01 +1.5583E+00 +1.9227E-01 +7.1588E-02 +1.3981E-01 +6.9100E+02 +1.3535E+00 +1.7869E-01 +1.7621E+04 +3.3879E+03 +7.4237E+03 +1.0379E+03 
+1.4521E+01 +1.4290E+01 +1.5657E+00 +1.7741E-01 +6.5724E-02 +1.2818E-01 +6.9200E+02 +1.3614E+00 +1.7954E-01 +1.7749E+04 +3.1489E+03 +7.4110E+03 +9.4994E+02 
+1.4543E+01 +1.4218E+01 +1.5730E+00 +1.6152E-01 +5.8338E-02 +1.1377E-01 +6.9300E+02 +1.3696E+00 +1.8038E-01 +1.7880E+04 +2.8879E+03 +7.4166E+03 +8.4376E+02 
+1.4566E+01 +1.4138E+01 +1.5804E+00 +1.4600E-01 +5.0450E-02 +9.7643E-02 +6.9400E+02 +1.3788E+00 +1.8123E-01 +1.7957E+04 +2.6218E+03 +7.4343E+03 +7.2591E+02 
+1.4588E+01 +1.4046E+01 +1.5882E+00 +1.3136E-01 +4.2615E-02 +8.1069E-02 +6.9500E+02 +1.3893E+00 +1.8212E-01 +1.7933E+04 +2.3556E+03 +7.4562E+03 +6.0447E+02 
+1.4611E+01 +1.3938E+01 +1.5968E+00 +1.1773E-01 +3.5540E-02 +6.5218E-02 +6.9600E+02 +1.4017E+00 +1.8311E-01 +1.7796E+04 +2.0951E+03 +7.4753E+03 +4.8752E+02 
+1.4633E+01 +1.3809E+01 +1.6071E+00 +1.0518E-01 +3.0000E-02 +5.0999E-02 +6.9700E+02 +1.4165E+00 +1.8429E-01 +1.7584E+04 +1.8496E+03 +7.4880E+03 +3.8188E+02 
+1.4655E+01 +1.3660E+01 +1.6222E+00 +9.3741E-02 +2.6038E-02 +3.8979E-02 +6.9800E+02 +1.4336E+00 +1.8602E-01 +1.7354E+04 +1.6268E+03 +7.4938E+03 +2.9210E+02 
+1.4678E+01 +1.3496E+01 +1.6489E+00 +8.3416E-02 +2.2681E-02 +2.9350E-02 +6.9900E+02 +1.4524E+00 +1.8908E-01 +1.7157E+04 +1.4311E+03 +7.4942E+03 +2.1995E+02 
+1.4700E+01 +1.3331E+01 +1.6938E+00 +7.4241E-02 +1.9094E-02 +2.1925E-02 +7.0000E+02 +1.4713E+00 +1.9423E-01 +1.7032E+04 +1.2644E+03 +7.4908E+03 +1.6423E+02 
+1.4723E+01 +1.3190E+01 +1.7533E+00 +6.6211E-02 +1.5663E-02 +1.6232E-02 +7.0100E+02 +1.4875E+00 +2.0105E-01 +1.6999E+04 +1.1255E+03 +7.4841E+03 +1.2149E+02 
+1.4745E+01 +1.3110E+01 +1.8223E+00 +5.9361E-02 +1.3135E-02 +1.1787E-02 +7.0200E+02 +1.4966E+00 +2.0896E-01 +1.7048E+04 +1.0120E+03 +7.4738E+03 +8.8092E+01 
+1.4768E+01 +1.3173E+01 +1.9073E+00 +5.3914E-02 +1.1554E-02 +8.3116E-03 +7.0300E+02 +1.4894E+00 +2.1871E-01 +1.7140E+04 +9.2407E+02 +7.4600E+03 +6.2005E+01 
+1.4790E+01 +1.3649E+01 +2.0305E+00 +5.0045E-02 +1.0737E-02 +5.8028E-03 +7.0400E+02 +1.4349E+00 +2.3284E-01 +1.7224E+04 +8.6198E+02 +7.4449E+03 +4.3201E+01 
+1.4812E+01 +1.4932E+01 +2.4298E+00 +4.7489E-02 +1.0402E-02 +4.5932E-03 +7.0500E+02 +1.2877E+00 +2.7863E-01 +1.7262E+04 +8.1976E+02 +7.4337E+03 +3.4145E+01 
+1.4835E+01 +1.5668E+01 +2.3704E+00 +4.5630E-02 +1.0208E-02 +5.1853E-03 +7.0600E+02 +1.2033E+00 +2.7182E-01 +1.7243E+04 +7.8679E+02 +7.4340E+03 +3.8547E+01 
+1.4857E+01 +1.5883E+01 +1.5436E+00 +4.3907E-02 +1.0040E-02 +6.1228E-03 +7.0700E+02 +1.1787E+00 +1.7700E-01 +1.7199E+04 +7.5515E+02 +7.4531E+03 +4.5634E+01 
+1.4880E+01 +1.5953E+01 +1.4682E+00 +4.2010E-02 +9.8300E-03 +6.7158E-03 +7.0800E+02 +1.1706E+00 +1.6836E-01 +1.7202E+04 +7.2265E+02 +7.4950E+03 +5.0335E+01 
+1.4902E+01 +1.5978E+01 +1.4463E+00 +3.9875E-02 +9.3752E-03 +6.7878E-03 +7.0900E+02 +1.1678E+00 +1.6585E-01 +1.7311E+04 +6.9029E+02 +7.5581E+03 +5.1303E+01 
+1.4925E+01 +1.5989E+01 +1.4427E+00 +3.7621E-02 +8.4228E-03 +6.3771E-03 +7.1000E+02 +1.1666E+00 +1.6543E-01 +1.7511E+04 +6.5880E+02 +7.6345E+03 +4.8686E+01 
+1.4947E+01 +1.5996E+01 +1.4498E+00 +3.5409E-02 +7.0750E-03 +5.6138E-03 +7.1100E+02 +1.1657E+00 +1.6625E-01 +1.7726E+04 +6.2766E+02 +7.7114E+03 +4.3290E+01 
+1.4970E+01 +1.6003E+01 +1.4666E+00 +3.3346E-02 +5.8795E-03 +4.6619E-03 +7.1200E+02 +1.1649E+00 +1.6818E-01 +1.7894E+04 +5.9670E+02 +7.7745E+03 +3.6244E+01 
+1.4992E+01 +1.6009E+01 +1.4931E+00 +3.1471E-02 +5.2883E-03 +3.6780E-03 +7.1300E+02 +1.1642E+00 +1.7122E-01 +1.8002E+04 +5.6654E+02 +7.8114E+03 +2.8730E+01 
+1.5015E+01 +1.6010E+01 +1.5284E+00 +2.9814E-02 +5.2663E-03 +2.7840E-03 +7.1400E+02 +1.1641E+00 +1.7526E-01 +1.8046E+04 +5.3801E+02 +7.8147E+03 +2.1756E+01 
+1.5037E+01 +1.5993E+01 +1.5680E+00 +2.8447E-02 +5.4056E-03 +2.0551E-03 +7.1500E+02 +1.1661E+00 +1.7981E-01 +1.8014E+04 +5.1246E+02 +7.7835E+03 +1.5996E+01 
+1.5060E+01 +1.5940E+01 +1.6101E+00 +2.7449E-02 +5.3464E-03 +1.5260E-03 +7.1600E+02 +1.1722E+00 +1.8463E-01 +1.7899E+04 +4.9131E+02 +7.7228E+03 +1.1785E+01 
+1.5082E+01 +1.5851E+01 +1.8448E+00 +2.6800E-02 +5.0789E-03 +1.2227E-03 +7.1700E+02 +1.1824E+00 +2.1154E-01 +1.7704E+04 +4.7446E+02 +7.6423E+03 +9.3446E+00 
+1.5104E+01 +1.5757E+01 +2.0208E+00 +2.6354E-02 +4.7741E-03 +1.2117E-03 +7.1800E+02 +1.1931E+00 +2.3173E-01 +1.7460E+04 +4.6014E+02 +7.5542E+03 +9.1537E+00 
+1.5127E+01 +1.5690E+01 +2.0552E+00 +2.5972E-02 +4.5754E-03 +1.4096E-03 +7.1900E+02 +1.2008E+00 +2.3567E-01 +1.7228E+04 +4.4745E+02 +7.4707E+03 +1.0531E+01 
+1.5149E+01 +1.5649E+01 +2.4548E+00 +2.5701E-02 +4.6282E-03 +1.7354E-03 +7.2000E+02 +1.2055E+00 +2.8149E-01 +1.7054E+04 +4.3831E+02 +7.4025E+03 +1.2846E+01 
+1.5172E+01 +1.5625E+01 +2.3166E+00 +2.5711E-02 +5.0269E-03 +2.1780E-03 +7.2100E+02 +1.2083E+00 +2.6565E-01 +1.6940E+04 +4.3555E+02 +7.3574E+03 +1.6024E+01 
+1.5194E+01 +1.5608E+01 +2.4569E+00 +2.6065E-02 +5.6728E-03 +2.7217E-03 +7.2200E+02 +1.2101E+00 +2.8173E-01 +1.6869E+04 +4.3969E+02 +7.3389E+03 +1.9975E+01 
+1.5217E+01 +1.5598E+01 +2.5072E+00 +2.6573E-02 +6.2345E-03 +3.2811E-03 +7.2300E+02 +1.2113E+00 +2.8750E-01 +1.6839E+04 +4.4746E+02 +7.3463E+03 +2.4104E+01 
+1.5239E+01 +1.5595E+01 +2.5518E+00 +2.6867E-02 +6.3325E-03 +3.7478E-03 +7.2400E+02 +1.2117E+00 +2.9262E-01 +1.6864E+04 +4.5307E+02 +7.3744E+03 +2.7638E+01 
+1.5262E+01 +1.5601E+01 +2.5317E+00 +2.6638E-02 +5.9921E-03 +4.0552E-03 +7.2500E+02 +1.2111E+00 +2.9032E-01 +1.6945E+04 +4.5137E+02 +7.4139E+03 +3.0065E+01 
+1.5284E+01 +1.5619E+01 +2.5286E+00 +2.5823E-02 +5.5369E-03 +4.1786E-03 +7.2600E+02 +1.2089E+00 +2.8995E-01 +1.7069E+04 +4.4078E+02 +7.4526E+03 +3.1142E+01 
+1.5307E+01 +1.5654E+01 +2.4146E+00 +2.4649E-02 +5.1188E-03 +4.1241E-03 +7.2700E+02 +1.2049E+00 +2.7689E-01 +1.7225E+04 +4.2459E+02 +7.4783E+03 +3.0841E+01 
+1.5329E+01 +1.5711E+01 +2.3165E+00 +2.3525E-02 +4.8196E-03 +3.9156E-03 +7.2800E+02 +1.1984E+00 +2.6564E-01 +1.7403E+04 +4.0941E+02 +7.4810E+03 +2.9292E+01 
+1.5352E+01 +1.5792E+01 +2.2120E+00 +2.2832E-02 +4.6828E-03 +3.5962E-03 +7.2900E+02 +1.1892E+00 +2.5365E-01 +1.7578E+04 +4.0134E+02 +7.4556E+03 +2.6812E+01 
+1.5374E+01 +1.5896E+01 +2.0832E+00 +2.2775E-02 +4.7872E-03 +3.2555E-03 +7.3000E+02 +1.1772E+00 +2.3889E-01 +1.7697E+04 +4.0305E+02 +7.4039E+03 +2.4103E+01 
+1.5397E+01 +1.6016E+01 +1.9591E+00 +2.3362E-02 +5.5104E-03 +2.9855E-03 +7.3100E+02 +1.1635E+00 +2.2466E-01 +1.7716E+04 +4.1387E+02 +7.3341E+03 +2.1896E+01 
+1.5419E+01 +1.6132E+01 +1.8198E+00 +2.4400E-02 +6.9897E-03 +2.8110E-03 +7.3200E+02 +1.1502E+00 +2.0868E-01 +1.7647E+04 +4.3059E+02 +7.2582E+03 +2.0403E+01 
+1.5442E+01 +1.6220E+01 +1.6020E+00 +2.5503E-02 +8.6042E-03 +2.7951E-03 +7.3300E+02 +1.1400E+00 +1.8370E-01 +1.7559E+04 +4.4780E+02 +7.1885E+03 +2.0092E+01 
+1.5464E+01 +1.6263E+01 +1.4368E+00 +2.6179E-02 +9.5643E-03 +3.0436E-03 +7.3400E+02 +1.1351E+00 +1.6476E-01 +1.7524E+04 +4.5878E+02 +7.1341E+03 +2.1713E+01 
+1.5487E+01 +1.6253E+01 +1.4040E+00 +2.6052E-02 +9.4731E-03 +3.3912E-03 +7.3500E+02 +1.1362E+00 +1.6099E-01 +1.7566E+04 +4.5762E+02 +7.0987E+03 +2.4073E+01 
+1.5510E+01 +1.6192E+01 +1.3872E+00 +2.5046E-02 +8.4676E-03 +3.6695E-03 +7.3600E+02 +1.1433E+00 +1.5907E-01 +1.7642E+04 +4.4187E+02 +7.0806E+03 +2.5982E+01 
+1.5532E+01 +1.6090E+01 +1.3720E+00 +2.3397E-02 +7.0813E-03 +3.8865E-03 +7.3700E+02 +1.1550E+00 +1.5733E-01 +1.7688E+04 +4.1386E+02 +7.0757E+03 +2.7499E+01 
+1.5555E+01 +1.5966E+01 +1.3675E+00 +2.1480E-02 +5.8944E-03 +4.1180E-03 +7.3800E+02 +1.1692E+00 +1.5681E-01 +1.7677E+04 +3.7969E+02 +7.0794E+03 +2.9153E+01 
+1.5577E+01 +1.5845E+01 +1.3772E+00 +1.9658E-02 +5.1145E-03 +4.4248E-03 +7.3900E+02 +1.1830E+00 +1.5793E-01 +1.7641E+04 +3.4680E+02 +7.0891E+03 +3.1368E+01 
+1.5600E+01 +1.5746E+01 +1.3913E+00 +1.8212E-02 +4.5684E-03 +4.8038E-03 +7.4000E+02 +1.1943E+00 +1.5954E-01 +1.7637E+04 +3.2121E+02 +7.1043E+03 +3.4128E+01 
+1.5622E+01 +1.5675E+01 +1.4007E+00 +1.7253E-02 +4.0960E-03 +5.2099E-03 +7.4100E+02 +1.2025E+00 +1.6062E-01 +1.7684E+04 +3.0509E+02 +7.1254E+03 +3.7123E+01 
+1.5645E+01 +1.5622E+01 +1.4051E+00 +1.6706E-02 +3.7187E-03 +5.5922E-03 +7.4200E+02 +1.2086E+00 +1.6112E-01 +1.7764E+04 +2.9677E+02 +7.1521E+03 +3.9996E+01 
+1.5667E+01 +1.5572E+01 +1.4083E+00 +1.6474E-02 +3.4789E-03 +5.9060E-03 +7.4300E+02 +1.2144E+00 +1.6150E-01 +1.7849E+04 +2.9404E+02 +7.1831E+03 +4.2423E+01 
+1.5690E+01 +1.5510E+01 +1.4141E+00 +1.6539E-02 +3.4139E-03 +6.1169E-03 +7.4400E+02 +1.2215E+00 +1.6216E-01 +1.7917E+04 +2.9632E+02 +7.2155E+03 +4.4137E+01 
+1.5712E+01 +1.5425E+01 +1.4250E+00 +1.6850E-02 +3.5313E-03 +6.2077E-03 +7.4500E+02 +1.2312E+00 +1.6340E-01 +1.7956E+04 +3.0257E+02 +7.2469E+03 +4.4986E+01 
+1.5735E+01 +1.5314E+01 +1.4419E+00 +1.7236E-02 +3.6512E-03 +6.1820E-03 +7.4600E+02 +1.2439E+00 +1.6534E-01 +1.7966E+04 +3.0966E+02 +7.2762E+03 +4.4982E+01 
+1.5758E+01 +1.5185E+01 +1.4639E+00 +1.7535E-02 +3.6498E-03 +6.0556E-03 +7.4700E+02 +1.2587E+00 +1.6787E-01 +1.7959E+04 +3.1491E+02 +7.3046E+03 +4.4234E+01 
+1.5780E+01 +1.5056E+01 +1.4881E+00 +1.7741E-02 +3.8150E-03 +5.8324E-03 +7.4800E+02 +1.2734E+00 +1.7065E-01 +1.7953E+04 +3.1850E+02 +7.3352E+03 +4.2781E+01 
+1.5803E+01 +1.4953E+01 +1.5107E+00 +1.7900E-02 +4.3960E-03 +5.4889E-03 +7.4900E+02 +1.2853E+00 +1.7324E-01 +1.7961E+04 +3.2149E+02 +7.3710E+03 +4.0459E+01 
+1.5825E+01 +1.4904E+01 +1.5289E+00 +1.8002E-02 +4.9466E-03 +4.9910E-03 +7.5000E+02 +1.2909E+00 +1.7532E-01 +1.7967E+04 +3.2344E+02 +7.4142E+03 +3.7004E+01 
+1.5848E+01 +1.4948E+01 +1.5406E+00 +1.8041E-02 +5.0029E-03 +4.3426E-03 +7.5100E+02 +1.2859E+00 +1.7667E-01 +1.7935E+04 +3.2357E+02 +7.4642E+03 +3.2414E+01 
+1.5870E+01 +1.5136E+01 +1.5395E+00 +1.8059E-02 +4.6814E-03 +3.6358E-03 +7.5200E+02 +1.2644E+00 +1.7654E-01 +1.7840E+04 +3.2217E+02 +7.5180E+03 +2.7334E+01 
+1.5893E+01 +1.5519E+01 +1.5018E+00 +1.8056E-02 +4.5409E-03 +3.0636E-03 +7.5300E+02 +1.2204E+00 +1.7221E-01 +1.7690E+04 +3.1941E+02 +7.5712E+03 +2.3195E+01 
+1.5916E+01 +1.6043E+01 +1.3966E+00 +1.7928E-02 +4.9094E-03 +2.8597E-03 +7.5400E+02 +1.1603E+00 +1.6015E-01 +1.7532E+04 +3.1431E+02 +7.6200E+03 +2.1791E+01 
+1.5938E+01 +1.6506E+01 +1.3251E+00 +1.7563E-02 +5.4171E-03 +3.0959E-03 +7.5500E+02 +1.1072E+00 +1.5195E-01 +1.7418E+04 +3.0591E+02 +7.6623E+03 +2.3722E+01 
+1.5961E+01 +1.6819E+01 +1.3014E+00 +1.6969E-02 +5.4483E-03 +3.4519E-03 +7.5600E+02 +1.0713E+00 +1.4923E-01 +1.7374E+04 +2.9481E+02 +7.6984E+03 +2.6574E+01 
+1.5983E+01 +1.7028E+01 +1.2943E+00 +1.6260E-02 +4.8870E-03 +3.6482E-03 +7.5700E+02 +1.0474E+00 +1.4842E-01 +1.7396E+04 +2.8286E+02 +7.7302E+03 +2.8201E+01 
+1.6006E+01 +1.7193E+01 +1.3050E+00 +1.5540E-02 +4.1976E-03 +3.6229E-03 +7.5800E+02 +1.0284E+00 +1.4965E-01 +1.7468E+04 +2.7145E+02 +7.7599E+03 +2.8114E+01 
+1.6028E+01 +1.7365E+01 +1.3422E+00 +1.4839E-02 +3.7893E-03 +3.4529E-03 +7.5900E+02 +1.0087E+00 +1.5392E-01 +1.7575E+04 +2.6079E+02 +7.7884E+03 +2.6893E+01 
+1.6051E+01 +1.7590E+01 +1.4032E+00 +1.4178E-02 +3.6346E-03 +3.2891E-03 +7.6000E+02 +9.8297E-01 +1.6090E-01 +1.7684E+04 +2.5072E+02 +7.8145E+03 +2.5703E+01 
+1.6074E+01 +1.7906E+01 +1.4485E+00 +1.3609E-02 +3.5594E-03 +3.2723E-03 +7.6100E+02 +9.4674E-01 +1.6610E-01 +1.7760E+04 +2.4170E+02 +7.8350E+03 +2.5638E+01 
+1.6096E+01 +1.8281E+01 +1.4447E+00 +1.3175E-02 +3.5244E-03 +3.4313E-03 +7.6200E+02 +9.0374E-01 +1.6566E-01 +1.7809E+04 +2.3463E+02 +7.8450E+03 +2.6918E+01 
+1.6119E+01 +1.8571E+01 +1.4092E+00 +1.2870E-02 +3.4476E-03 +3.6796E-03 +7.6300E+02 +8.7041E-01 +1.6160E-01 +1.7881E+04 +2.3013E+02 +7.8398E+03 +2.8848E+01 
+1.6141E+01 +1.8673E+01 +1.3625E+00 +1.2676E-02 +3.2093E-03 +3.9263E-03 +7.6400E+02 +8.5877E-01 +1.5623E-01 +1.8008E+04 +2.2827E+02 +7.8157E+03 +3.0687E+01 
+1.6164E+01 +1.8603E+01 +1.3085E+00 +1.2586E-02 +2.9098E-03 +4.1556E-03 +7.6500E+02 +8.6677E-01 +1.5004E-01 +1.8160E+04 +2.2857E+02 +7.7714E+03 +3.2295E+01 
+1.6187E+01 +1.8432E+01 +1.2493E+00 +1.2581E-02 +2.6939E-03 +4.4380E-03 +7.6600E+02 +8.8639E-01 +1.4326E-01 +1.8267E+04 +2.2982E+02 +7.7090E+03 +3.4212E+01 
+1.6209E+01 +1.8231E+01 +1.1971E+00 +1.2629E-02 +2.4225E-03 +4.8723E-03 +7.6700E+02 +9.0943E-01 +1.3728E-01 +1.8277E+04 +2.3082E+02 +7.6339E+03 +3.7195E+01 
+1.6232E+01 +1.8049E+01 +1.1682E+00 +1.2751E-02 +2.1067E-03 +5.4799E-03 +7.6800E+02 +9.3034E-01 +1.3396E-01 +1.8190E+04 +2.3195E+02 +7.5544E+03 +4.1397E+01 
+1.6255E+01 +1.7905E+01 +1.1622E+00 +1.3030E-02 +2.3147E-03 +6.1644E-03 +7.6900E+02 +9.4685E-01 +1.3327E-01 +1.8040E+04 +2.3505E+02 +7.4794E+03 +4.6106E+01 
+1.6277E+01 +1.7801E+01 +1.1659E+00 +1.3526E-02 +3.2874E-03 +6.7618E-03 +7.7000E+02 +9.5878E-01 +1.3370E-01 +1.7864E+04 +2.4163E+02 +7.4160E+03 +5.0145E+01 
+1.6300E+01 +1.7731E+01 +1.1710E+00 +1.4200E-02 +4.6272E-03 +7.0972E-03 +7.7100E+02 +9.6670E-01 +1.3428E-01 +1.7688E+04 +2.5117E+02 +7.3681E+03 +5.2293E+01 
+1.6322E+01 +1.7693E+01 +1.1744E+00 +1.4896E-02 +5.9083E-03 +7.0295E-03 +7.7200E+02 +9.7111E-01 +1.3467E-01 +1.7527E+04 +2.6108E+02 +7.3357E+03 +5.1566E+01 
+1.6345E+01 +1.7685E+01 +1.1752E+00 +1.5420E-02 +6.6403E-03 +6.4897E-03 +7.7300E+02 +9.7198E-01 +1.3477E-01 +1.7402E+04 +2.6833E+02 +7.3158E+03 +4.7477E+01 
+1.6368E+01 +1.7718E+01 +1.1739E+00 +1.5692E-02 +6.4755E-03 +5.5073E-03 +7.7400E+02 +9.6825E-01 +1.3461E-01 +1.7321E+04 +2.7179E+02 +7.3049E+03 +4.0230E+01 
+1.6390E+01 +1.7818E+01 +1.2244E+00 +1.5812E-02 +5.6549E-03 +4.2328E-03 +7.7500E+02 +9.5673E-01 +1.4040E-01 +1.7267E+04 +2.7303E+02 +7.3007E+03 +3.0902E+01 
+1.6413E+01 +1.8061E+01 +1.5929E+00 +1.5923E-02 +4.9571E-03 +3.1220E-03 +7.7600E+02 +9.2893E-01 +1.8266E-01 +1.7226E+04 +2.7429E+02 +7.3032E+03 +2.2800E+01 
+1.6436E+01 +1.8608E+01 +1.6651E+00 +1.6015E-02 +4.7257E-03 +2.5701E-03 +7.7700E+02 +8.6621E-01 +1.9094E-01 +1.7202E+04 +2.7550E+02 +7.3146E+03 +1.8799E+01 
+1.6458E+01 +1.9453E+01 +1.5642E+00 +1.5907E-02 +4.4681E-03 +2.5108E-03 +7.7800E+02 +7.6924E-01 +1.7937E-01 +1.7212E+04 +2.7379E+02 +7.3383E+03 +1.8425E+01 
+1.6481E+01 +2.0037E+01 +1.4533E+00 +1.5442E-02 +3.9080E-03 +2.6008E-03 +7.7900E+02 +7.0234E-01 +1.6665E-01 +1.7251E+04 +2.6639E+02 +7.3769E+03 +1.9186E+01 
+1.6504E+01 +2.0265E+01 +1.4093E+00 +1.4658E-02 +3.2186E-03 +2.5143E-03 +7.8000E+02 +6.7618E-01 +1.6161E-01 +1.7296E+04 +2.5352E+02 +7.4314E+03 +1.8685E+01 
+1.6526E+01 +2.0274E+01 +1.4702E+00 +1.3751E-02 +2.6213E-03 +2.1256E-03 +7.8100E+02 +6.7512E-01 +1.6859E-01 +1.7336E+04 +2.3839E+02 +7.4998E+03 +1.5941E+01 
+1.6549E+01 +1.9949E+01 +1.9081E+00 +1.2926E-02 +2.3052E-03 +1.5180E-03 +7.8200E+02 +7.1246E-01 +2.1880E-01 +1.7393E+04 +2.2482E+02 +7.5771E+03 +1.1502E+01 
+1.6572E+01 +1.7892E+01 +2.4948E+00 +1.2303E-02 +2.2569E-03 +1.0731E-03 +7.8300E+02 +9.4824E-01 +2.8609E-01 +1.7493E+04 +2.1522E+02 +7.6556E+03 +8.2151E+00 
+1.6594E+01 +1.6905E+01 +2.0570E+00 +1.1924E-02 +2.2978E-03 +1.5914E-03 +7.8400E+02 +1.0615E+00 +2.3587E-01 +1.7625E+04 +2.1016E+02 +7.7260E+03 +1.2295E+01 
+1.6617E+01 +1.6743E+01 +1.2932E+00 +1.1776E-02 +2.4995E-03 +2.5690E-03 +7.8500E+02 +1.0801E+00 +1.4829E-01 +1.7749E+04 +2.0901E+02 +7.7785E+03 +1.9983E+01 
+1.6640E+01 +1.6727E+01 +1.2852E+00 +1.1809E-02 +2.8242E-03 +3.5330E-03 +7.8600E+02 +1.0819E+00 +1.4738E-01 +1.7827E+04 +2.1052E+02 +7.8052E+03 +2.7576E+01 
+1.6662E+01 +1.6780E+01 +1.2849E+00 +1.1963E-02 +3.0485E-03 +4.3222E-03 +7.8700E+02 +1.0759E+00 +1.4734E-01 +1.7852E+04 +2.1357E+02 +7.8018E+03 +3.3721E+01 
+1.6685E+01 +1.6890E+01 +1.2792E+00 +1.2197E-02 +3.2683E-03 +4.8906E-03 +7.8800E+02 +1.0632E+00 +1.4668E-01 +1.7840E+04 +2.1760E+02 +7.7692E+03 +3.7996E+01 
+1.6708E+01 +1.7057E+01 +1.2659E+00 +1.2471E-02 +3.6482E-03 +5.2494E-03 +7.8900E+02 +1.0441E+00 +1.4516E-01 +1.7826E+04 +2.2231E+02 +7.7127E+03 +4.0487E+01 
+1.6730E+01 +1.7279E+01 +1.2439E+00 +1.2745E-02 +4.0948E-03 +5.4618E-03 +7.9000E+02 +1.0186E+00 +1.4264E-01 +1.7838E+04 +2.2734E+02 +7.6413E+03 +4.1735E+01 
+1.6753E+01 +1.7540E+01 +1.2137E+00 +1.3000E-02 +4.6045E-03 +5.6322E-03 +7.9100E+02 +9.8870E-01 +1.3918E-01 +1.7871E+04 +2.3232E+02 +7.5651E+03 +4.2608E+01 
+1.6776E+01 +1.7805E+01 +1.1794E+00 +1.3195E-02 +5.1103E-03 +5.8705E-03 +7.9200E+02 +9.5832E-01 +1.3525E-01 +1.7886E+04 +2.3601E+02 +7.4930E+03 +4.3987E+01 
+1.6798E+01 +1.8034E+01 +1.1482E+00 +1.3220E-02 +5.3333E-03 +6.2357E-03 +7.9300E+02 +9.3203E-01 +1.3166E-01 +1.7860E+04 +2.3610E+02 +7.4317E+03 +4.6342E+01 
+1.6821E+01 +1.8202E+01 +1.1246E+00 +1.3006E-02 +5.0959E-03 +6.7065E-03 +7.9400E+02 +9.1274E-01 +1.2896E-01 +1.7806E+04 +2.3159E+02 +7.3855E+03 +4.9531E+01 
+1.6844E+01 +1.8304E+01 +1.1095E+00 +1.2682E-02 +4.5029E-03 +7.2064E-03 +7.9500E+02 +9.0104E-01 +1.2723E-01 +1.7764E+04 +2.2529E+02 +7.3568E+03 +5.3016E+01 
+1.6866E+01 +1.8348E+01 +1.1018E+00 +1.2495E-02 +3.9623E-03 +7.6489E-03 +7.9600E+02 +8.9597E-01 +1.2635E-01 +1.7764E+04 +2.2195E+02 +7.3476E+03 +5.6201E+01 
+1.6889E+01 +1.8348E+01 +1.1000E+00 +1.2544E-02 +3.8374E-03 +7.9644E-03 +7.9700E+02 +8.9599E-01 +1.2614E-01 +1.7806E+04 +2.2336E+02 +7.3595E+03 +5.8614E+01 
+1.6912E+01 +1.8318E+01 +1.1024E+00 +1.2681E-02 +3.8625E-03 +8.1100E-03 +7.9800E+02 +8.9941E-01 +1.2641E-01 +1.7870E+04 +2.2661E+02 +7.3942E+03 +5.9967E+01 
+1.6935E+01 +1.8273E+01 +1.1073E+00 +1.2714E-02 +3.5753E-03 +8.0704E-03 +7.9900E+02 +9.0463E-01 +1.2697E-01 +1.7938E+04 +2.2806E+02 +7.4525E+03 +6.0144E+01 
+1.6957E+01 +1.8224E+01 +1.1130E+00 +1.2619E-02 +2.9712E-03 +7.8563E-03 +8.0000E+02 +9.1024E-01 +1.2763E-01 +1.7995E+04 +2.2708E+02 +7.5335E+03 +5.9185E+01 
+1.6980E+01 +1.8183E+01 +1.1182E+00 +1.2480E-02 +2.3928E-03 +7.4994E-03 +8.0100E+02 +9.1493E-01 +1.2823E-01 +1.8037E+04 +2.2510E+02 +7.6344E+03 +5.7253E+01 
+1.7003E+01 +1.8160E+01 +1.1215E+00 +1.2363E-02 +2.0756E-03 +7.0437E-03 +8.0200E+02 +9.1753E-01 +1.2860E-01 +1.8063E+04 +2.2332E+02 +7.7498E+03 +5.4587E+01 
